name,year,selling_price,km_driven,fuel,transmission
Toyota Innova 2.5 G1 Diesel 8-seater,2005,250000,240000,Diesel,Manual
Maruti SX4 Celebration Diesel,2012,300000,100000,Diesel,Manual
Hyundai Verna XXi ABS (Petrol),2009,340000,214000,Petrol,Manual
Hyundai Verna CRDi SX,2009,340000,214000,Diesel,Manual
Maruti Alto 800 VXI,2016,240000,50000,Petrol,Manual
Honda City i-VTEC CVT V,2018,1085000,1000,Petrol,Automatic
Maruti Swift Dzire AMT VDI,2017,750000,19000,Diesel,Automatic
Tata Indigo LS,2012,95000,265000,Diesel,Manual
Maruti Eeco CNG 5 Seater AC,2020,409999,35000,CNG,Manual
Maruti Alto K10 VXI,2014,215000,80000,Petrol,Manual
Mahindra XUV500 AT W10 AWD,2016,1290000,50000,Diesel,Automatic
Maruti Alto K10 LXI,2010,150000,80000,Petrol,Manual
Hyundai EON Sportz,2013,219000,50000,Petrol,Manual
Tata Tiago 1.2 Revotron XE,2018,325000,100000,Petrol,Manual
Maruti Eeco Smiles 5 Seater AC,2013,260000,120000,Petrol,Manual
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,9000,Diesel,Automatic
Lexus ES 300h,2019,5150000,20000,Petrol,Automatic
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Automatic
Tata Safari Storme EX,2015,503000,110000,Diesel,Manual
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Automatic
Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Automatic
Maruti Wagon R LXI,2013,225000,58343,Petrol,Manual
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Manual
Honda Jazz VX,2016,550000,56494,Petrol,Manual
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Manual
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Automatic
Toyota Etios VX,2017,625000,25538,Petrol,Manual
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Automatic
Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Manual
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Automatic
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Automatic
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Automatic
Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Automatic
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Automatic
Honda Amaze S CVT Diesel BSIV,2019,700000,40000,Diesel,Automatic
Hyundai Creta 1.4 CRDi Base,2017,950000,45000,Diesel,Manual
Maruti Alto LXi BSIII,2010,160000,80000,Petrol,Manual
Hyundai Xcent 1.1 CRDi S Option,2015,409999,135000,Diesel,Manual
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,840000,120000,Diesel,Manual
Toyota Etios Liva Diesel,2013,450000,67000,Diesel,Manual
Maruti Swift Dzire ZDI Plus,2017,900000,50000,Diesel,Manual
Toyota Innova 2.5 V Diesel 7-seater,2008,570000,134000,Diesel,Manual
Nissan Micra Diesel XV,2011,254999,110000,Diesel,Manual
Maruti 800 AC BSIII,2009,130000,40000,Petrol,Manual
Maruti Swift Dzire VDI,2013,530000,120000,Diesel,Manual
Volkswagen Polo 1.5 TDI Highline,2015,520000,110000,Diesel,Manual
Mahindra Verito 1.5 D2 BSIII,2011,229999,170000,Diesel,Manual
Maruti 800 AC BSIII,2004,81000,80000,Petrol,Manual
Maruti Swift VDI Optional,2016,600000,47000,Diesel,Manual
Hyundai Xcent 1.2 Kappa S Option,2015,409999,93000,Petrol,Manual
Maruti 800 Std,2010,120000,70000,Petrol,Manual
Maruti Celerio VXI,2014,320000,50000,Petrol,Manual
Ford Figo Diesel EXI,2015,292000,70000,Diesel,Manual
Tata Safari DICOR 2.2 LX 4x2,2012,390000,80000,Diesel,Manual
Ford Figo 1.2P Titanium Plus MT,2016,550000,44000,Petrol,Manual
Maruti Celerio ZXI,2014,385000,25000,Petrol,Manual
Hyundai Creta 1.6 VTVT S,2016,800000,25000,Petrol,Manual
Maruti Swift Dzire VXI 1.2,2019,675000,10000,Petrol,Manual
Tata Hexa XT,2018,1525000,50000,Diesel,Manual
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,950000,30000,Diesel,Manual
Hyundai i20 Active 1.4 SX with AVN,2015,610000,50000,Diesel,Manual
Hyundai i20 Asta 1.4 CRDi,2012,525000,120000,Diesel,Manual
Honda Amaze S CVT Diesel BSIV,2019,700000,40000,Diesel,Automatic
Mahindra Bolero 2011-2019 SLE,2015,375000,80000,Diesel,Manual
Nissan Terrano XL Plus 85 PS,2015,580000,90000,Diesel,Manual
Maruti Swift VXI Windsong Limited edition,2015,434999,50000,Petrol,Manual
Datsun RediGO 1.0 S,2020,350000,2136,Petrol,Manual
Toyota Innova 2.5 G (Diesel) 7 Seater,2012,730000,250000,Diesel,Manual
Hyundai i20 Magna 1.2,2015,600000,35000,Petrol,Manual
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,1050000,120000,Diesel,Manual
Maruti Baleno Alpha 1.3,2017,735000,70000,Diesel,Manual
Renault Duster 110PS Diesel RxZ,2018,1050000,18000,Diesel,Manual
Chevrolet Enjoy 1.3 TCDi LS 7,2016,420000,110000,Diesel,Manual
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2017,800000,60000,Diesel,Manual
Toyota Fortuner 4x2 AT,2015,2000000,60000,Diesel,Automatic
Maruti Swift Dzire VDI,2016,600000,147000,Diesel,Manual
Toyota Fortuner 4x2 AT,2015,1900000,130000,Diesel,Automatic
Chevrolet Captiva LT,2011,500000,99500,Diesel,Manual
Tata Indica Vista Aqua 1.4 TDI,2011,200000,110000,Diesel,Manual
Nissan Micra Active XL Petrol,2016,370000,35000,Petrol,Manual
Hyundai Verna Transform CRDi VGT SX ABS,2010,260000,110000,Diesel,Manual
Mahindra KUV 100 mFALCON D75 K8,2016,280000,100000,Diesel,Manual
Maruti Ertiga VXI,2014,610000,21000,Petrol,Manual
Ford Fiesta Titanium 1.5 TDCi,2013,300000,60000,Diesel,Manual
Tata Indigo CS LX DiCOR,2010,140000,40000,Diesel,Manual
Hyundai i10 Magna 1.1L,2008,229999,50000,Petrol,Manual
Maruti A-Star Vxi,2010,200000,65000,Petrol,Manual
Maruti Wagon R VXI BSIII,2011,200000,80000,Petrol,Manual
Hyundai Verna 1.6 CRDi S,2015,560000,119000,Diesel,Manual
Maruti Ertiga SHVS VDI,2016,750000,80000,Diesel,Manual
Maruti Swift VDI BSIV,2017,585000,90000,Diesel,Manual
Hyundai Verna 1.6 VTVT S Option,2016,760000,20000,Petrol,Manual
Maruti Swift VDI BSIV,2014,430000,80000,Diesel,Manual
Mahindra KUV 100 D75 K6 Plus,2020,480000,44665,Diesel,Manual
Kia Seltos HTE D,2019,643000,10000,Diesel,Manual
Hyundai Xcent 1.2 VTVT S,2018,500000,60000,Petrol,Manual
Honda Brio 1.2 S MT,2016,425000,22000,Petrol,Manual
Maruti Alto 800 LXI,2014,250000,25000,Petrol,Manual
Maruti Celerio LDi,2016,285000,70000,Diesel,Manual
Maruti Swift Dzire VXi,2008,160000,123000,Petrol,Manual
Volkswagen Vento Diesel Trendline,2011,250000,70000,Diesel,Manual
Chevrolet Beat LS,2013,170000,70000,Petrol,Manual
Toyota Etios Liva GD,2013,409999,45000,Diesel,Manual
Hyundai Grand i10 AT Asta,2015,400000,40000,Petrol,Automatic
Maruti Swift Dzire VDI,2019,700000,30000,Diesel,Manual
Honda Civic 1.8 V AT,2007,350000,90000,Petrol,Automatic
Maruti Ertiga BSIV VXI,2016,660000,34000,Petrol,Manual
Maruti Alto 800 VXI,2017,268000,25000,Petrol,Manual
Maruti Alto 800 VXI,2016,270000,50000,Petrol,Manual
Chevrolet Beat Diesel LT,2013,300000,50000,Diesel,Manual
Tata Tiago 1.2 Revotron XZ,2017,450000,90000,Petrol,Manual
Chevrolet Beat Diesel LT,2012,220000,70000,Diesel,Manual
Tata New Safari DICOR 2.2 VX 4x2,2009,250000,146000,Diesel,Manual
Ford Figo Petrol EXI,2012,300000,85000,Petrol,Manual
Tata Indica V2 2001-2011 DLS BSIII,2009,88000,201850,Diesel,Manual
Maruti Swift Dzire VDI,2016,561000,30000,Diesel,Manual
Maruti Swift Dzire VDI,2018,755000,15000,Diesel,Manual
Datsun RediGO S,2017,235000,25000,Petrol,Manual
Maruti Alto K10 LXI,2011,165000,90000,Petrol,Manual
Maruti Swift Dzire LDi,2008,190000,80000,Diesel,Manual
Tata Indica V2 DLX BSII,2011,110000,50000,Diesel,Manual
Mahindra Bolero 2011-2019 DI 4WD NON AC,2012,320000,80000,Diesel,Manual
Maruti Swift VDI BSIV,2010,330000,110000,Diesel,Manual
Hyundai i20 Asta Option 1.2,2016,540000,38000,Petrol,Manual
Hyundai EON Era Plus,2013,180000,60000,Petrol,Manual
Maruti Eeco 7 Seater Standard BSIV,2016,270000,100000,Petrol,Manual
Maruti Swift Dzire 1.2 Vxi BSIV,2012,450000,30000,Petrol,Manual
Maruti Swift Dzire VXI,2014,450000,30000,Petrol,Manual
Chevrolet Beat LT,2015,200000,50000,Petrol,Manual
Tata Tiago 1.2 Revotron XZ,2017,425000,42000,Petrol,Manual
Chevrolet Sail 1.2 LS ABS,2016,400000,30000,Petrol,Manual
Maruti Alto LXi BSIII,2009,125000,60000,Petrol,Manual
Jeep Compass 2.0 Longitude Option BSIV,2018,1600000,14000,Diesel,Manual
Honda City i VTEC VX,2015,900000,22000,Petrol,Manual
Volkswagen Vento Diesel Highline,2012,450000,90000,Diesel,Manual
Maruti Alto K10 2010-2014 VXI,2011,210000,46000,Petrol,Manual
Hyundai i20 1.2 Asta Option,2018,801000,20000,Petrol,Manual
Tata Venture EX 7 Str Captain Seats,2014,317000,15000,Diesel,Manual
Maruti Ertiga VXI,2015,600000,40000,Petrol,Manual
Hyundai i20 Magna,2014,330000,30000,Petrol,Manual
Hyundai EON Magna Plus,2017,320000,15000,Petrol,Manual
Maruti Estilo LXI,2010,160000,50000,Petrol,Manual
Hyundai Getz GLX,2007,120000,110000,Petrol,Manual
Maruti Alto LXi,2009,130000,70000,Petrol,Manual
Chevrolet Sail 1.2 LS,2015,220000,80000,Petrol,Manual
Maruti Swift VDI BSIV,2008,229999,50000,Diesel,Manual
Tata Zest Revotron 1.2T XM,2015,340000,110000,Petrol,Manual
Ford Classic 1.4 Duratorq CLXI,2013,200000,70000,Diesel,Manual
Maruti Alto LXI,2002,140000,50000,Petrol,Manual
Toyota Innova 2.5 G (Diesel) 8 Seater,2013,1000000,190000,Diesel,Manual
Mahindra Bolero SLX,2010,495000,100000,Diesel,Manual
Maruti Alto 800 LXI,2015,236000,60000,Petrol,Manual
Maruti Wagon R VXI BS IV,2015,390000,40000,Petrol,Manual
Maruti Swift Dzire VDi,2009,275000,90000,Diesel,Manual
Tata Safari Storme EX,2015,503000,110000,Diesel,Manual
Maruti Vitara Brezza ZDi Plus Dual Tone,2017,775000,32000,Diesel,Manual
Toyota Innova Crysta 2.8 ZX AT BSIV,2016,1800000,30000,Diesel,Automatic
Hyundai Creta 1.6 CRDi SX,2016,850000,58000,Diesel,Manual
Maruti Vitara Brezza VDi,2018,750000,5000,Diesel,Manual
Hyundai i20 1.2 Spotz,2018,570000,25000,Petrol,Manual
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,580000,32000,Petrol,Manual
Honda Jazz 1.2 VX i VTEC,2016,484999,30000,Petrol,Manual
Honda BR-V i-VTEC S MT,2017,700000,43000,Petrol,Manual
Hyundai Verna S,2012,415000,60000,Petrol,Manual
Nissan Micra XV CVT,2015,325000,50000,Petrol,Automatic
Ford Figo Aspire 1.2 Ti-VCT Trend,2018,550000,14200,Petrol,Manual
Hyundai EON Sportz,2017,300000,10000,Petrol,Manual
Datsun RediGO T Option,2018,217000,25000,Petrol,Manual
Ford Freestyle Titanium Petrol BSIV,2018,700000,19100,Petrol,Manual
Hyundai Santro Sportz AMT BSIV,2019,466000,25000,Petrol,Automatic
Ford EcoSport 1.5 Diesel Trend BSIV,2014,484999,54000,Diesel,Manual
Nissan Sunny XL D,2018,670000,35000,Diesel,Manual
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,500000,20000,Petrol,Manual
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2016,675000,52000,Diesel,Manual
Hyundai i20 1.4 CRDi Asta,2011,220000,120000,Diesel,Manual
Jeep Compass 2.0 Limited,2017,1650000,50000,Diesel,Manual
Maruti Ertiga ZDI,2013,630000,120000,Diesel,Manual
Tata Manza Aura Quadrajet,2010,250000,90000,Diesel,Manual
Maruti Wagon R LXI,2004,120000,120000,Petrol,Manual
Skoda Rapid 1.5 TDI Elegance,2015,300000,101500,Diesel,Manual
Hyundai Verna 1.6 CRDi EX AT,2013,525000,75000,Diesel,Automatic
Maruti Alto K10 LXI,2011,204999,97500,Petrol,Manual
Maruti Alto K10 LXI,2011,204999,97500,Petrol,Manual
Mahindra Scorpio 1.99 S10,2016,1100000,100000,Diesel,Manual
Renault Duster 110PS Diesel RxZ,2012,480000,55735,Diesel,Manual
Mahindra XUV500 W4,2014,605000,80000,Diesel,Manual
Maruti Alto 800 LXI Optional,2016,250000,50000,Petrol,Manual
Ford Figo Diesel Celebration Edition,2013,245000,70000,Diesel,Manual
Hyundai i10 Magna 1.2 iTech SE,2012,210000,76000,Petrol,Manual
Maruti Swift Dzire VXI 1.2,2020,730000,1500,Petrol,Manual
Mahindra Bolero 2011-2019 SLX,2012,500000,76000,Diesel,Manual
Maruti Wagon R VXI Optional,2015,400000,40000,Petrol,Manual
Hyundai EON Magna Plus,2015,280000,60000,Petrol,Manual
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009,561000,170000,Diesel,Manual
Mitsubishi Pajero Sport 4X4,2013,950000,181491,Diesel,Manual
Chevrolet Beat Diesel LS,2016,375000,53319,Diesel,Manual
Volkswagen Ameo 1.5 TDI Comfortline,2017,700000,40906,Diesel,Manual
Toyota Etios VX,2012,375000,31711,Petrol,Manual
Hyundai EON Era Plus,2012,270000,43755,Petrol,Manual
Renault KWID RXT,2016,300000,66693,Petrol,Manual
Maruti Zen Estilo VXI BSIV,2010,225000,59549,Petrol,Manual
Toyota Innova 2.5 G (Diesel) 8 Seater,2015,1350000,94385,Diesel,Manual
Maruti Zen Estilo LXI BSIII,2010,200000,73730,Petrol,Manual
Hyundai Verna 1.6 SX,2011,400000,221889,Diesel,Manual
Honda Amaze VX i-DTEC,2013,500000,116104,Diesel,Manual
Maruti Swift VXI BSIV,2015,500000,150546,Petrol,Manual
Toyota Fortuner 2.8 2WD MT,2013,1500000,148120,Diesel,Manual
Ford Ecosport 1.5 Ti VCT MT Titanium,2015,555000,20000,Petrol,Manual
Hyundai Grand i10 1.2 Kappa Magna AT,2018,580000,30000,Petrol,Automatic
Tata Aria Pride,2011,337000,142000,Diesel,Manual
Tata Sumo CX 10 Str BSIV,2011,175000,20000,Diesel,Manual
Tata Manza Aura Plus Quadrajet,2009,180000,120000,Diesel,Manual
Hyundai i10 Sportz 1.1L,2011,200000,80000,Petrol,Manual
Tata Indigo CS LX (TDI) BS-III,2016,260000,60000,Diesel,Manual
Renault KWID 1.0 RXT Optional,2016,350000,25000,Petrol,Manual
Mahindra Bolero SLX,2011,409999,50000,Diesel,Manual
Mahindra TUV 300 T8,2017,655000,126000,Diesel,Manual
Maruti Swift Dzire LDI,2015,370000,170000,Diesel,Manual
Maruti Alto 800 LXI,2013,200000,24000,Petrol,Manual
Maruti Ertiga SHVS ZDI,2017,800000,100000,Diesel,Manual
Tata Tiago NRG Petrol,2019,550000,10000,Petrol,Manual
Ford Figo Diesel ZXI,2012,300000,70000,Diesel,Manual
Maruti Omni E MPI STD BS IV,2017,220000,40000,Petrol,Manual
Maruti Wagon R LXI BS IV,2011,196000,110000,Petrol,Manual
Hyundai i10 Era,2008,135000,80000,Petrol,Manual
Tata Bolt Revotron XE,2015,299000,16500,Petrol,Manual
Maruti Alto K10 VXI,2017,300000,30000,Petrol,Manual
Maruti Ertiga SHVS VDI,2017,720000,80000,Diesel,Manual
Tata Safari Storme EX,2016,650000,50000,Diesel,Manual
Maruti Alto K10 VXI,2016,300000,25000,Petrol,Manual
Hyundai Grand i10 1.2 CRDi Asta,2019,750000,20000,Diesel,Manual
Renault KWID RXT,2016,260000,60000,Petrol,Manual
Maruti Swift VDI,2011,300000,70000,Diesel,Manual
Mahindra Bolero 2011-2019 SLX,2014,600000,50000,Diesel,Manual
Honda Accord V6 AT,2004,275000,100000,Petrol,Automatic
Maruti Alto K10 VXI,2015,250000,52000,Petrol,Manual
Maruti Swift Dzire VDI,2014,420000,80000,Diesel,Manual
Hyundai EON Era Plus,2015,235000,50000,Petrol,Manual
Mahindra Scorpio S10 7 Seater,2016,1100000,60000,Diesel,Manual
Maruti Alto K10 VXI,2019,360000,25000,Petrol,Manual
Hyundai Grand i10 CRDi Asta,2014,380000,50000,Diesel,Manual
Ford EcoSport 1.5 TDCi Titanium BSIV,2016,650000,125000,Diesel,Manual
Maruti Wagon R VXI Optional,2016,350000,80000,Petrol,Manual
Mahindra Bolero 2011-2019 DI - AC BS III,2017,700000,70000,Diesel,Manual
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),2010,270000,90000,Diesel,Manual
Tata Bolt Quadrajet XE,2017,450000,50000,Diesel,Manual
Mahindra Thar CRDe,2016,630000,101000,Diesel,Manual
Mahindra Xylo E4 BS IV,2010,229999,168000,Diesel,Manual
Mahindra Xylo E4 BS IV,2010,229999,168000,Diesel,Manual
Maruti Wagon R VXI BS IV,2011,270000,40000,Petrol,Manual
Tata Indica Vista Aura Safire Anniversary Edition,2009,135000,28900,Petrol,Manual
Maruti Wagon R VXI BS IV,2012,275000,20000,Petrol,Manual
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,9000,Diesel,Automatic
Lexus ES 300h,2019,5150000,20000,Petrol,Automatic
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Automatic
Tata Safari Storme EX,2015,503000,110000,Diesel,Manual
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Automatic
Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Automatic
Maruti Wagon R LXI,2013,225000,58343,Petrol,Manual
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Manual
Honda Jazz VX,2016,550000,56494,Petrol,Manual
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Manual
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Automatic
Toyota Etios VX,2017,625000,25538,Petrol,Manual
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Automatic
Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Manual
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Automatic
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Automatic
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Automatic
Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Automatic
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Automatic
Mahindra TUV 300 T8,2015,634000,165000,Diesel,Manual
Maruti A-Star Zxi,2012,235000,98500,Petrol,Manual
Hyundai i10 Asta,2008,275000,98000,Petrol,Manual
Mahindra Thar CRDe AC,2014,700000,40000,Diesel,Manual
Fiat Grande Punto Sport 90BHP,2013,400000,90000,Diesel,Manual
Maruti Alto LXi,2012,215000,90000,Petrol,Manual
Hyundai Getz 1.5 CRDi GVS,2009,150000,110000,Diesel,Manual
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,950000,77800,Diesel,Manual
Mahindra TUV 300 T8,2015,730000,100000,Diesel,Manual
Tata Indica V2 Turbomax DLS BS IV,2012,135000,120000,Diesel,Manual
Hyundai Xcent 1.2 Kappa Base,2016,350000,80000,Petrol,Manual
Mahindra KUV 100 G80 K6 Plus,2018,535000,21000,Petrol,Manual
Maruti Swift Dzire Tour S CNG,2018,455000,100000,Petrol,Manual
Maruti Swift Dzire VXI 1.2,2019,655000,25000,Petrol,Manual
Ford EcoSport 1.5 Diesel Titanium BSIV,2019,800000,30000,Diesel,Manual
Toyota Yaris V CVT BSIV,2018,1100000,25000,Petrol,Automatic
Mercedes-Benz E-Class E250 CDI Avantgarde,2016,3000000,40000,Diesel,Automatic
Toyota Fortuner 4x2 4 Speed AT,2012,1225000,160000,Diesel,Automatic
Mahindra KUV 100 G80 K2,2018,340000,51492,Petrol,Manual
Volkswagen Vento Diesel Highline,2011,300000,72000,Diesel,Manual
Ford Figo 1.2P Titanium Opt MT,2016,370000,60000,Petrol,Manual
Mahindra Bolero 2011-2019 SLE,2013,330000,136000,Diesel,Manual
Hyundai Santro Xing GLS,2014,238000,60000,Petrol,Manual
Hyundai Santro Xing XG,2006,72000,110000,Petrol,Manual
Hyundai Santro Xing GLS,2013,200000,90000,Petrol,Manual
Nissan Sunny Diesel XV,2014,320000,91000,Diesel,Manual
Hyundai Santro Xing GL Plus,2009,114999,90000,Petrol,Manual
Maruti Wagon R LXI BS IV,2015,320000,50000,Petrol,Manual
Hyundai i10 Era,2010,210000,20000,Petrol,Manual
Mahindra Xylo D2 BS IV,2011,200000,120000,Diesel,Manual
Maruti Wagon R LXI Minor,2009,135000,150000,Petrol,Manual
Tata Indigo CS LS (TDI) BS-III,2015,350000,52000,Diesel,Manual
Mahindra Bolero 2011-2019 DI BSIII,2014,350000,167000,Diesel,Manual
Maruti Swift Dzire VDI,2017,680000,40000,Diesel,Manual
Maruti Swift Vdi BSIII,2010,200000,190000,Diesel,Manual
Renault KWID 1.0 RXT Optional,2016,300000,50000,Petrol,Manual
Mahindra Xylo E6,2011,270000,70000,Diesel,Manual
Maruti Wagon R LXI BSIII,2012,225000,80000,Petrol,Manual
Mahindra Bolero DI DX 8 Seater,2008,250000,120000,Diesel,Manual
Mahindra TUV 300 T8,2015,590000,40000,Diesel,Manual
Hyundai EON Era Plus,2015,290000,17000,Petrol,Manual
Maruti Zen Estilo LXI BS IV,2010,100000,180000,Petrol,Manual
Maruti Celerio VXI,2016,395000,50000,Petrol,Manual
Hyundai EON Era Plus,2014,195000,65000,Petrol,Manual
Tata Nano Cx,2011,45000,10000,Petrol,Manual
Mahindra Bolero DI DX 8 Seater,2009,270000,70000,Diesel,Manual
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2014,600000,90000,Diesel,Manual
Hyundai i20 Asta 1.4 CRDi,2015,715000,50000,Diesel,Manual
Hyundai Elite i20 Magna Plus BSIV,2019,600000,10000,Petrol,Manual
Mahindra TUV 300 T6 Plus,2019,875000,25000,Diesel,Manual
Mahindra Scorpio M2DI,2011,420000,100000,Diesel,Manual
Honda CR-V 2.4 4WD AT,2007,325000,70000,Petrol,Automatic
Datsun GO Anniversary Edition,2017,385000,30000,Petrol,Manual
Mahindra KUV 100 mFALCON G80 K2,2016,300000,40000,Petrol,Manual
Hyundai i20 Sportz 1.4 CRDi,2012,335000,135000,Diesel,Manual
Maruti Celerio LXI,2014,300000,35000,Petrol,Manual
Hyundai Accent GLE,2004,80000,120000,Petrol,Manual
Mahindra Bolero 2011-2019 SLE,2012,400000,120000,Diesel,Manual
Tata Indigo CS LS (TDI) BS III,2012,168000,190000,Diesel,Manual
Mahindra Bolero 2011-2019 Plus AC,2016,550000,120000,Diesel,Manual
Toyota Etios GD,2012,300000,120000,Diesel,Manual
Mahindra Bolero PLUS AC BSIII,2011,320000,175000,Diesel,Manual
Mahindra Bolero 2011-2019 Plus - AC BSIII,2011,320000,175000,Diesel,Manual
Nissan Sunny XE,2011,350000,25000,Petrol,Manual
Tata Manza Club Class Quadrajet90 VX,2013,280000,80000,Diesel,Manual
Hyundai Xcent 1.1 CRDi SX Option,2017,550000,70000,Diesel,Manual
Hyundai Xcent 1.2 VTVT E Plus,2018,500000,10000,Petrol,Manual
Ford Freestyle Titanium Plus Petrol BSIV,2019,700000,6000,Petrol,Manual
Skoda Rapid Ultima 1.6 TDI Elegance,2013,380000,90000,Diesel,Manual
Mahindra Bolero 2011-2019 Plus - AC BSIII,2012,340000,110000,Diesel,Manual
Mahindra Bolero 2011-2019 Plus-AC Plus PS BSIII,2007,160000,120000,Diesel,Manual
Toyota Innova 2.5 G (Diesel) 7 Seater,2014,750000,50000,Diesel,Manual
Hyundai Grand i10 1.2 Kappa Magna AT,2018,531000,20000,Petrol,Automatic
Renault KWID 1.0 RXT Optional,2017,300000,35000,Petrol,Manual
Volkswagen Polo 1.5 TDI Comfortline,2014,350000,60000,Diesel,Manual
Chevrolet Beat LT,2010,150000,68000,Petrol,Manual
Maruti Swift VXI Optional,2015,450000,30000,Petrol,Manual
Mahindra XUV500 W10 2WD,2017,1625000,54000,Diesel,Manual
Maruti Swift 1.3 VXi,2006,140000,65000,Petrol,Manual
Mahindra Bolero GLX,2004,250000,80000,Diesel,Manual
Tata Indica V2 DLX TC,2006,85000,120000,Diesel,Manual
Hyundai Grand i10 1.2 Kappa Magna BSIV,2018,450000,30000,Petrol,Manual
Maruti Zen Estilo VXI BSIV W ABS,2011,170000,55113,Petrol,Manual
Tata Tiago 1.05 Revotorq XM,2017,360000,50000,Diesel,Manual
Maruti Alto K10 VXI,2020,390000,6000,Petrol,Manual
Maruti Eeco 7 Seater Standard BSIV,2011,145000,50000,Petrol,Manual
Mahindra Scorpio VLX 2WD AIRBAG SE BSIV,2012,540000,90000,Diesel,Manual
Toyota Innova 2.5 E Diesel MS 8-seater,2008,290000,126000,Diesel,Manual
Tata Indigo eCS VX BSIV,2013,300000,90000,Diesel,Manual
